
% @ CAY Data: 1951Q4 - 2009Q1
% http://www.econ.nyu.edu/user/ludvigsons/
% 
% Log, real, per capita data.  See the appendix of 
% "Understanding Trend and Cycle in Asset Values: Reevaluating the Wealth Effect on Consumption" NBER WP #9848
% paper for a detailed data description.  The data are updated based on 
% "Consumption, Aggregate Wealth, and Expected Stock Returns" Journal of Finance, June 2001.
% 
% NOTE: 
%  
%  - The asset wealth variable in this file is measured at the END-OF-PERIOD, 
%  e.g. the observation in 1952Q4 is wealth as of December 31 1952.
%  
%  - The DLS procedure used to estimate the cointegration coefficients includes 8 leads and lags.
%  
%  - In 2003, the BEA undertook comprehensive revisions of all NIPA data series. This resulted in 
%    a number of changes of data classification and data measurement, see 
%    http://faculty.haas.berkeley.edu/lettau/data/Data_Revision_2003.txt for more details.
% 
% 
% 
%date       c		   a               y              cay=c - 0.1969 a - 0.6830 y (demeaned) @
 197802    9.63898340555  11.16803671147  9.46669473610   0.000082710420
 197803    9.64288817820  11.18420041103  9.47323909521  -0.003664183749
 197804    9.64703486401  11.18418160419  9.48020346915  -0.004270439352
 197901    9.65306430941  11.20529875079  9.48477101894  -0.005517613538
 197902    9.65351076987  11.21164398314  9.47713050730  -0.001101795258
 197903    9.65551289058  11.22078754870  9.48138532256  -0.003805647985
 197904    9.66002031265  11.22213560202  9.48206641581  -0.000028780221
 198001    9.65819487496  11.21103993105  9.48186991704   0.000464219344
 198002    9.64583519777  11.22585161192  9.46892770431  -0.005971712113
 198003    9.64756337874  11.24231879210  9.47812129195  -0.013764353429
 198004    9.65488316581  11.24855033040  9.48468973252  -0.012157493228
 198101    9.65176822262  11.23961411217  9.47603420366  -0.007601607819
 198102    9.65558802412  11.24796524338  9.47344244066  -0.003655596164
 198103    9.65206804937  11.23243706283  9.48194194682  -0.009923917273
 198104    9.65152495208  11.24089936617  9.48229171097  -0.012371742108
 198201    9.65200969896  11.23729259728  9.47981377949  -0.009484568945
 198202    9.65477324370  11.23724209757  9.48133164399  -0.007747779389
 198203    9.65909475226  11.24022332977  9.48593080750  -0.007154351837
 198204    9.67051219988  11.25322534920  9.48599122431   0.001662329380
 198301    9.67819210515  11.27676176279  9.48895044327   0.002687856694
 198302    9.68716491167  11.29297888934  9.49637358100   0.003398276265
 198303    9.69958215236  11.28672106236  9.50333519838   0.012292635488
 198304    9.70608404766  11.28256236931  9.51813206528   0.009506977367
 198401    9.70764780776  11.28520032121  9.53307109001   0.000348142731
 198402    9.71713337176  11.28804871389  9.54308107955   0.002436200052
 198403    9.72513664977  11.30579253954  9.55039793715   0.001949142978
 198404    9.73236315449  11.31585264700  9.55814204893   0.001906071538
 198501    9.74467410414  11.33494249352  9.55476695675   0.012764281456
 198502    9.75090225019  11.35085225195  9.57379854426   0.002862015702
 198503    9.75993450975  11.35039040762  9.57125378810   0.013723251025
 198504    9.76561948539  11.38324559389  9.57833301653   0.008105456917
 198601    9.76849334040  11.41140358894  9.58567483099   0.000421858558
 198602    9.77131188243  11.43453122657  9.59299823862  -0.006314234053
 198603    9.77505798527  11.42730610330  9.59596479708  -0.003171984767
 198604    9.78331897890  11.44950899563  9.59988925743  -0.001962116415
 198701    9.79208357139  11.48410541973  9.60648193640  -0.004510752014
 198702    9.79952654473  11.49246387271  9.59644507797   0.008141964906
 198703    9.80293079851  11.50415003657  9.60723337528   0.001877378214
 198704    9.80896461194  11.46524761345  9.61596319613   0.009606858613
 198801    9.81815473744  11.48103964684  9.62419965042   0.010062786107
 198802    9.82522113719  11.49361881496  9.63339687979   0.008371247726
 198803    9.83345524770  11.49264752209  9.63531437631   0.015486917725
 198804    9.83923849658  11.50055853593  9.63963344663   0.016762940144
 198901    9.84248372636  11.50924122688  9.64096594835   0.017388851752
 198902    9.84278227212  11.51829227068  9.63446122158   0.020348367829
 198903    9.84642273222  11.53833721630  9.63871811429   0.017135453318
 198904    9.85427787761  11.54019343834  9.64388124201   0.021098795035
 199001    9.85556628328  11.52191982398  9.65048711944   0.021472646432
 199002    9.86282178834  11.52300734891  9.65471911906   0.025623626381
 199003    9.86605013330  11.48779275683  9.65148450517   0.037993341398
 199004    9.85870228402  11.49396159881  9.64345936070   0.034912276018
 199101    9.85392330830  11.51810226306  9.64569327821   0.023855351495
 199102    9.85941751306  11.51024798771  9.65096070882   0.027298066104
 199103    9.85919248079  11.51202948804  9.65124814363   0.026526021050
 199104    9.85821581556  11.52788872378  9.65659309905   0.018776812596
 199201    9.86704636567  11.52081569269  9.67204183586   0.018448283998
 199202    9.86854987692  11.51239850401  9.67714698457   0.018121954931
 199203    9.87247656755  11.51490125876  9.68282581748   0.017677344329
 199204    9.87929610355  11.53206857410  9.69322225918   0.014016688301
 199301    9.87952033621  11.53621267125  9.66642881953   0.031724965860
 199302    9.88129135134  11.53666658377  9.68225681964   0.022596156397
 199303    9.88872337981  11.54770629850  9.68617359486   0.025179826724
 199304    9.89179449003  11.55754643556  9.69798924563   0.018243815660
 199401    9.89766888619  11.54787901484  9.68450980353   0.035227696967
 199402    9.90182773005  11.54762485914  9.69552073941   0.031916140839
 199403    9.90463059921  11.55290000036  9.69373791178   0.034898241560
 199404    9.90663000925  11.55445184367  9.70228478060   0.030754682535
 199501    9.90900052933  11.57187065941  9.70901109612   0.025102185315
 199502    9.91402365698  11.59061709119  9.70680878963   0.027939167227
 199503    9.91587074357  11.61259440633  9.70988738453   0.023357257560
 199504    9.91820688749  11.62834266559  9.70855939047   0.023500306155
 199601    9.92422231885  11.64307849107  9.71420201463   0.022761035569
 199602    9.92817274152  11.65414270210  9.71856888866   0.021550861948
 199603    9.93044735137  11.66078055582  9.72234601639   0.019939017182
 199604    9.93389267897  11.66468095616  9.72204265183   0.022823731603
 199701    9.93997113219  11.66559160134  9.72881760423   0.024095651165
 199702    9.94369833860  11.71711287627  9.73428589828   0.013945852836
 199703    9.95151219450  11.74846560258  9.74132264375   0.010781720239
 199704    9.95632735876  11.75238875375  9.75145495857   0.007904259350
 199801    9.96480266605  11.80215481301  9.76700033107  -0.004034526703
 199802    9.97322007886  11.81769431818  9.77656708898  -0.005210193496
 199803    9.98058561832  11.77396705404  9.78418519426   0.005560101015
 199804    9.98336300585  11.84097680819  9.79186070785  -0.010096011547
 199901    9.99149511433  11.85391717814  9.80453223874  -0.013165881360
 199902    9.99959800681  11.88267902347  9.80371397285  -0.010166005693
 199903   10.00524692676  11.86185990061  9.80784328540  -0.003239060654
 199904   10.01603856834  11.93483186668  9.81872728841  -0.014245992845
 200001   10.02286332424  11.95448367486  9.83747697618  -0.024095750329
 200002   10.03102206174  11.93756217132  9.83898987757  -0.013639250529
 200003   10.03672957072  11.93945989063  9.85027841904  -0.016015350811
 200004   10.04364527709  11.89929529677  9.84982427949  -0.000882900296
 200101   10.04396415092  11.85436607268  9.85258741026   0.006393270437
 200102   10.04447997642  11.87979025206  9.84790861388   0.005099841780
 200103   10.04576303699  11.83020319059  9.87064088487   0.000618259465
 200104   10.05022962216  11.86544552761  9.85812626569   0.006694685268
 200201   10.05301127271  11.87513834036  9.88921263401  -0.013663618323
 200202   10.05624318565  11.83431419304  9.89574333483  -0.006855747493
 200203   10.05646816417  11.78491304567  9.89372599960   0.004471886687
 200204   10.05885781286  11.80815895405  9.89350479047   0.002436566119
 200301   10.06279284564  11.79995630584  9.89668582487   0.005813688891
 200302   10.06435393008  11.84755297231  9.90767482211  -0.009500277227
 200303   10.07190105222  11.86664117947  9.92115062419  -0.014914675337
 200304   10.07608382432  11.91555934928  9.92095086372  -0.020225213958
 200401   10.08382726905  11.92985033247  9.92621577414  -0.018890924910
 200402   10.08873229493  11.93835264534  9.92948732362  -0.017894072026
 200403   10.09322666957  11.94283347282  9.93632898838  -0.018954600682
 200404   10.09969176798  11.98763121318  9.93799166477  -0.022443727232
 200501   10.10195029573  11.99669193078  9.93454072981  -0.019611862870
 200502   10.10525756469  12.02177397269  9.93754434192  -0.023293555634
 200503   10.11181051194  12.04558520342  9.94356712662  -0.025541490178
 200504   10.11616115761  12.05887115079  9.93952072052  -0.021042557298
 200601   10.11971782883  12.08502010077  9.95109674791  -0.030539803486
 200602   10.12494183476  12.06732755460  9.94671416822  -0.018839658837
 200603   10.12708972199  12.07070814606  9.94865312282  -0.018681554555
 200604   10.13331867103  12.10048946560  9.96187099879  -0.027342947033
 200701   10.13825135357  12.10482918565  9.97192899105  -0.030134130911
 200702   10.13982328816  12.11155053843  9.96301319854  -0.023795866910
 200703   10.14187895088  12.10293708516  9.96599623480  -0.022082013444
 200704   10.14242419670  12.06310079502  9.96549054046  -0.013349439694
 200801   10.14387740391  12.01148919610  9.96479012311  -0.001257890600
 200802   10.14508814247  11.98680032894  9.98987336186  -0.012318811619
 200803   10.13766402976  11.92578415165  9.96481960260   0.009379997514
 200804   10.13061642127  11.84392235825  9.97526573529   0.011312552690
 200901   10.13043612874  11.81751141880  9.99668737908   0.001700454561
